INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING
118	漕运+外攻（四级）	11	STD_IMPACT_011	1	223	-1	223	40	1	0	0	1	0	0	0	0	0	0	120000	0	0	0	0	0	0	物理攻击+	1142	0	物理防御+	0	0	魔法攻击+	0	0	魔法防御+	0	0	冰系攻击修正	0	0	冰系抗性修正	0	0	火系攻击修正	0	0	火系抗性修正	0	0	电系攻击修正	0	0	电系抗性修正	0	0	毒系攻击修正	0	0	毒系抗性修正	0	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	加物防
119	漕运+外攻（五级）	11	STD_IMPACT_011	1	223	-1	223	50	1	0	0	1	0	0	0	0	0	0	120000	0	0	0	0	0	0	物理攻击+	1396	0	物理防御+	0	0	魔法攻击+	0	0	魔法防御+	0	0	冰系攻击修正	0	0	冰系抗性修正	0	0	火系攻击修正	0	0	火系抗性修正	0	0	电系攻击修正	0	0	电系抗性修正	0	0	毒系攻击修正	0	0	毒系抗性修正	0	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	加物防
120	漕运+外防（一级）	11	STD_IMPACT_011	1	224	-1	224	10	1	0	0	1	0	0	0	0	0	0	120000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	380	0	魔法攻击+	0	0	魔法防御+	0	0	冰系攻击修正	0	0	冰系抗性修正	0	0	火系攻击修正	0	0	火系抗性修正	0	0	电系攻击修正	0	0	电系抗性修正	0	0	毒系攻击修正	0	0	毒系抗性修正	0	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	加物防
121	漕运+外防（二级）	11	STD_IMPACT_011	1	224	-1	224	20	1	0	0	1	0	0	0	0	0	0	120000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	634	0	魔法攻击+	0	0	魔法防御+	0	0	冰系攻击修正	0	0	冰系抗性修正	0	0	火系攻击修正	0	0	火系抗性修正	0	0	电系攻击修正	0	0	电系抗性修正	0	0	毒系攻击修正	0	0	毒系抗性修正	0	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	加物防
122	漕运+外防（三级）	11	STD_IMPACT_011	1	224	-1	224	30	1	0	0	1	0	0	0	0	0	0	120000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	888	0	魔法攻击+	0	0	魔法防御+	0	0	冰系攻击修正	0	0	冰系抗性修正	0	0	火系攻击修正	0	0	火系抗性修正	0	0	电系攻击修正	0	0	电系抗性修正	0	0	毒系攻击修正	0	0	毒系抗性修正	0	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	加物防
123	漕运+外防（四级）	11	STD_IMPACT_011	1	224	-1	224	40	1	0	0	1	0	0	0	0	0	0	120000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	1142	0	魔法攻击+	0	0	魔法防御+	0	0	冰系攻击修正	0	0	冰系抗性修正	0	0	火系攻击修正	0	0	火系抗性修正	0	0	电系攻击修正	0	0	电系抗性修正	0	0	毒系攻击修正	0	0	毒系抗性修正	0	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	加物防
124	漕运+外防（五级）	11	STD_IMPACT_011	1	224	-1	224	50	1	0	0	1	0	0	0	0	0	0	120000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	1396	0	魔法攻击+	0	0	魔法防御+	0	0	冰系攻击修正	0	0	冰系抗性修正	0	0	火系攻击修正	0	0	火系抗性修正	0	0	电系攻击修正	0	0	电系抗性修正	0	0	毒系攻击修正	0	0	毒系抗性修正	0	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	加物防
125	漕运+外攻（一级）	11	STD_IMPACT_011	1	225	-1	225	10	1	0	0	1	0	0	0	0	0	0	120000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	0	0	魔法攻击+	380	0	魔法防御+	0	0	冰系攻击修正	0	0	冰系抗性修正	0	0	火系攻击修正	0	0	火系抗性修正	0	0	电系攻击修正	0	0	电系抗性修正	0	0	毒系攻击修正	0	0	毒系抗性修正	0	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	加物防
126	漕运+外攻（二级）	11	STD_IMPACT_011	1	225	-1	225	20	1	0	0	1	0	0	0	0	0	0	120000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	0	0	魔法攻击+	634	0	魔法防御+	0	0	冰系攻击修正	0	0	冰系抗性修正	0	0	火系攻击修正	0	0	火系抗性修正	0	0	电系攻击修正	0	0	电系抗性修正	0	0	毒系攻击修正	0	0	毒系抗性修正	0	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	加物防
127	漕运+外攻（三级）	11	STD_IMPACT_011	1	225	-1	225	30	1	0	0	1	0	0	0	0	0	0	120000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	0	0	魔法攻击+	888	0	魔法防御+	0	0	冰系攻击修正	0	0	冰系抗性修正	0	0	火系攻击修正	0	0	火系抗性修正	0	0	电系攻击修正	0	0	电系抗性修正	0	0	毒系攻击修正	0	0	毒系抗性修正	0	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	加物防
128	漕运+外攻（四级）	11	STD_IMPACT_011	1	225	-1	225	40	1	0	0	1	0	0	0	0	0	0	120000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	0	0	魔法攻击+	1142	0	魔法防御+	0	0	冰系攻击修正	0	0	冰系抗性修正	0	0	火系攻击修正	0	0	火系抗性修正	0	0	电系攻击修正	0	0	电系抗性修正	0	0	毒系攻击修正	0	0	毒系抗性修正	0	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	加物防
129	漕运+外攻（五级）	11	STD_IMPACT_011	1	225	-1	225	50	1	0	0	1	0	0	0	0	0	0	120000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	0	0	魔法攻击+	1396	0	魔法防御+	0	0	冰系攻击修正	0	0	冰系抗性修正	0	0	火系攻击修正	0	0	火系抗性修正	0	0	电系攻击修正	0	0	电系抗性修正	0	0	毒系攻击修正	0	0	毒系抗性修正	0	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	加物防
130	漕运+外防（一级）	11	STD_IMPACT_011	1	226	-1	226	10	1	0	0	1	0	0	0	0	0	0	120000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	0	0	魔法攻击+	0	0	魔法防御+	380	0	冰系攻击修正	0	0	冰系抗性修正	0	0	火系攻击修正	0	0	火系抗性修正	0	0	电系攻击修正	0	0	电系抗性修正	0	0	毒系攻击修正	0	0	毒系抗性修正	0	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	加物防
131	漕运+外防（二级）	11	STD_IMPACT_011	1	226	-1	226	20	1	0	0	1	0	0	0	0	0	0	120000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	0	0	魔法攻击+	0	0	魔法防御+	634	0	冰系攻击修正	0	0	冰系抗性修正	0	0	火系攻击修正	0	0	火系抗性修正	0	0	电系攻击修正	0	0	电系抗性修正	0	0	毒系攻击修正	0	0	毒系抗性修正	0	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	加物防
132	漕运+外防（三级）	11	STD_IMPACT_011	1	226	-1	226	30	1	0	0	1	0	0	0	0	0	0	120000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	0	0	魔法攻击+	0	0	魔法防御+	888	0	冰系攻击修正	0	0	冰系抗性修正	0	0	火系攻击修正	0	0	火系抗性修正	0	0	电系攻击修正	0	0	电系抗性修正	0	0	毒系攻击修正	0	0	毒系抗性修正	0	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	加物防
133	漕运+外防（四级）	11	STD_IMPACT_011	1	226	-1	226	40	1	0	0	1	0	0	0	0	0	0	120000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	0	0	魔法攻击+	0	0	魔法防御+	1142	0	冰系攻击修正	0	0	冰系抗性修正	0	0	火系攻击修正	0	0	火系抗性修正	0	0	电系攻击修正	0	0	电系抗性修正	0	0	毒系攻击修正	0	0	毒系抗性修正	0	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	加物防
134	漕运+外防（五级）	11	STD_IMPACT_011	1	226	-1	226	50	1	0	0	1	0	0	0	0	0	0	120000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	0	0	魔法攻击+	0	0	魔法防御+	1396	0	冰系攻击修正	0	0	冰系抗性修正	0	0	火系攻击修正	0	0	火系抗性修正	0	0	电系攻击修正	0	0	电系抗性修正	0	0	毒系攻击修正	0	0	毒系抗性修正	0	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	加物防
135	漕运加速	14	STD_IMPACT_014	1	227	-1	227	160	1	0	0	1	0	0	0	0	0	0	25000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	-1	0	"可否使用任何技能（CanAction2标记,-1为无效）"	-1	0	"可否移动（CanMove标记,-1为无效）"	-1	0	"无敌否（Unbreakable标记,-1为无效）"	-1	0	移动速度修正%（0为无效）	50	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	"允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；"	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	一苇渡江（加速）
136	漕运50％不遇怪	38	STD_IMPACT_038	1	228	-1	228	20	1	0	0	1	0	0	0	0	0	0	300000	0	0	0	0	0	0																																																	
137	漕运100％不遇怪	38	STD_IMPACT_038	1	229	-1	228	30	1	0	0	1	0	0	0	0	0	0	300000	0	0	0	0	0	0																																																	
138	少林门派任务特效	0	STD_IMPACT_000	0	68	-1	-1	20	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0																																																	
139	明教门派任务特效	0	STD_IMPACT_000	0	69	-1	-1	20	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0																																																	
140	丐帮门派任务特效	0	STD_IMPACT_000	0	70	-1	-1	20	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0																																																	
141	武当门派任务特效	0	STD_IMPACT_000	0	71	-1	-1	20	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0																																																	
142	峨嵋门派任务特效	0	STD_IMPACT_000	0	72	-1	-1	20	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0																																																	
143	星宿门派任务特效	0	STD_IMPACT_000	0	73	-1	-1	20	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0																																																	
144	大理门派任务特效	0	STD_IMPACT_000	0	74	-1	-1	20	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0																																																	
145	天山门派任务特效	0	STD_IMPACT_000	0	75	-1	-1	20	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0																																																	
146	逍遥门派任务特效	0	STD_IMPACT_000	0	76	-1	-1	20	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0																																																	
147	升级特效蓝绿转红	0	STD_IMPACT_000	0	202	-1	-1	20	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0																																																	
148	升级特效黄转紫	0	STD_IMPACT_000	0	203	-1	-1	20	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0																																																	
149	升级特效紫红转蓝绿	0	STD_IMPACT_000	0	204	-1	-1	20	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0																																																	
150	升级特效黄转绿	0	STD_IMPACT_000	0	205	-1	-1	20	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0																																																	
151	升级特效紫转黄	0	STD_IMPACT_000	0	206	-1	-1	20	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0																																																	
152	升级特效蓝转橙	0	STD_IMPACT_000	0	207	-1	-1	20	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0																																																	
153	增加冰防5点	11	StdImpact011	1	600	-1	600	20	1	0	1	1	0	0	0	0	0	0	300000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	0	0	魔法攻击+	0	0	魔法防御+	0	0	冰系攻击修正	0	0	冰系抗性修正	5	0	火系攻击修正	0	0	火系抗性修正	0	0	电系攻击修正	0	0	电系抗性修正	0	0	毒系攻击修正	0	0	毒系抗性修正	0	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	
154	落马箭	18	STD_IMPACT_018	0	3	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	300	0	驱散个数	10	0	驱散集合1	66	0	驱散集合2	0	0	驱散集合3	0	0	驱散集合4	0	0		0	0		0	0		0	0		0	0			0			0			0			0			0			0	加强下一次伤害
160	少林门派buff	12	STD_IMPACT_012	1	202	-1	202	20	1	0	0	1	0	0	0	0	0	0	18000000	0	0	0	0	0	0	物理攻击修正率	0	0	物理防御修正率	10	0	魔法攻击修正率	0	0	魔法防御修正率	0	0	冰系攻击修正率	0	0	冰系抗性修正率	0	0	火系攻击修正率	0	0	火系抗性修正率	0	0	电系攻击修正率	0	0	电系抗性修正率	0	0	毒系攻击修正率	0	0	毒系抗性修正率	0	0	MAX_HP修正率	0	0	MAX_MP修正率	0	0	MAX_RAGE修正率	0	0	MAX_STRIKE_POINT修正率	0	0	加外防
161	明教门派buff	12	STD_IMPACT_012	1	203	-1	202	20	1	0	0	1	0	0	0	0	0	0	18000000	0	0	0	0	0	0	物理攻击修正率	10	0	物理防御修正率	0	0	魔法攻击修正率	0	0	魔法防御修正率	0	0	冰系攻击修正率	0	0	冰系抗性修正率	0	0	火系攻击修正率	0	0	火系抗性修正率	0	0	电系攻击修正率	0	0	电系抗性修正率	0	0	毒系攻击修正率	0	0	毒系抗性修正率	0	0	MAX_HP修正率	0	0	MAX_MP修正率	0	0	MAX_RAGE修正率	0	0	MAX_STRIKE_POINT修正率	0	0	加外攻
162	丐帮门派buff	13	STD_IMPACT_013	1	204	-1	202	20	1	0	0	1	0	0	0	0	0	0	18000000	0	0	0	0	0	0	命中+	0	0	闪避+	50	0	会心攻击+	0	0	会心防御+	0	0			0			0			0			0			0			0			0			0			0			0			0		0	0	加闪避
163	武当门派buff	12	STD_IMPACT_012	1	205	-1	202	20	1	0	0	1	0	0	0	0	0	0	18000000	0	0	0	0	0	0	物理攻击修正率	0	0	物理防御修正率	0	0	魔法攻击修正率	10	0	魔法防御修正率	0	0	冰系攻击修正率	0	0	冰系抗性修正率	0	0	火系攻击修正率	0	0	火系抗性修正率	0	0	电系攻击修正率	0	0	电系抗性修正率	0	0	毒系攻击修正率	0	0	毒系抗性修正率	0	0	MAX_HP修正率	0	0	MAX_MP修正率	0	0	MAX_RAGE修正率	0	0	MAX_STRIKE_POINT修正率	0	0	加内攻
164	峨嵋门派buff	12	STD_IMPACT_012	1	206	-1	202	20	1	0	0	1	0	0	0	0	0	0	18000000	0	0	0	0	0	0	物理攻击修正率	0	0	物理防御修正率	0	0	魔法攻击修正率	0	0	魔法防御修正率	0	0	冰系攻击修正率	0	0	冰系抗性修正率	0	0	火系攻击修正率	0	0	火系抗性修正率	0	0	电系攻击修正率	0	0	电系抗性修正率	0	0	毒系攻击修正率	0	0	毒系抗性修正率	0	0	MAX_HP修正率	5	0	MAX_MP修正率	0	0	MAX_RAGE修正率	0	0	MAX_STRIKE_POINT修正率	0	0	加血上限
165	星宿门派buff	12	STD_IMPACT_012	1	207	-1	202	20	1	0	0	1	0	0	0	0	0	0	18000000	0	0	0	0	0	0	物理攻击修正率	0	0	物理防御修正率	0	0	魔法攻击修正率	0	0	魔法防御修正率	10	0	冰系攻击修正率	0	0	冰系抗性修正率	0	0	火系攻击修正率	0	0	火系抗性修正率	0	0	电系攻击修正率	0	0	电系抗性修正率	0	0	毒系攻击修正率	0	0	毒系抗性修正率	0	0	MAX_HP修正率	0	0	MAX_MP修正率	0	0	MAX_RAGE修正率	0	0	MAX_STRIKE_POINT修正率	0	0	加内防
166	大理门派buff	13	STD_IMPACT_013	1	208	-1	202	20	1	0	0	1	0	0	0	0	0	0	18000000	0	0	0	0	0	0	命中+	50	0	闪避+	0	0	会心攻击+	0	0	会心防御+	0	0			0			0			0			0			0			0			0			0			0			0			0		0	0	加命中
167	天山门派buff	11	STD_IMPACT_011	1	209	-1	202	20	1	0	0	1	0	0	0	0	0	0	18000000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	0	0	魔法攻击+	0	0	魔法防御+	0	0	冰系攻击修正	0	0	冰系抗性修正	5	0	火系攻击修正	0	0	火系抗性修正	5	0	电系攻击修正	0	0	电系抗性修正	5	0	毒系攻击修正	0	0	毒系抗性修正	5	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	加抗性
168	逍遥门派buff	13	STD_IMPACT_013	1	210	-1	202	20	1	0	0	1	0	0	0	0	0	0	18000000	0	0	0	0	0	0	命中+	0	0	闪避+	0	0	会心攻击+	2	0	会心防御+	0	0			0			0			0			0			0			0			0			0			0			0			0		0	0	加会心
169	宝箱被打开	0	StdImpact000	0	221	-1	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	
#	#	#	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#N/A			#N/A			#N/A			#N/A			#N/A			#N/A			#N/A			#N/A			#N/A			#N/A			#N/A			#N/A			#N/A			#N/A			#N/A			#N/A			
201	伏虎拳	3	STD_IMPACT_003	0	25	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	58	3	魔法攻击+	58	3	冰系攻击	0	0	火系攻击	0	0	电系攻击	2	0	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	加外攻
202	伏虎拳	3	STD_IMPACT_003	0	25	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	101	3	魔法攻击+	101	3	冰系攻击	0	0	火系攻击	0	0	电系攻击	5	0	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	加外攻
203	伏虎拳	3	STD_IMPACT_003	0	25	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	143	3	魔法攻击+	143	3	冰系攻击	0	0	火系攻击	0	0	电系攻击	7	0	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	加外攻
204	伏虎拳	3	STD_IMPACT_003	0	25	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	186	3	魔法攻击+	186	3	冰系攻击	0	0	火系攻击	0	0	电系攻击	9	0	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	加外攻
205	伏虎拳	3	STD_IMPACT_003	0	25	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	229	3	魔法攻击+	229	3	冰系攻击	0	0	火系攻击	0	0	电系攻击	11	0	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	加外攻
206	伏虎拳	3	STD_IMPACT_003	0	25	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	271	3	魔法攻击+	271	3	冰系攻击	0	0	火系攻击	0	0	电系攻击	13	0	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	加外攻
207	伏虎拳	3	STD_IMPACT_003	0	25	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	314	3	魔法攻击+	314	3	冰系攻击	0	0	火系攻击	0	0	电系攻击	15	0	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	加外攻
208	伏虎拳	3	STD_IMPACT_003	0	25	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	356	3	魔法攻击+	356	3	冰系攻击	0	0	火系攻击	0	0	电系攻击	17	0	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	加外攻
209	伏虎拳	3	STD_IMPACT_003	0	25	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	399	3	魔法攻击+	399	3	冰系攻击	0	0	火系攻击	0	0	电系攻击	19	0	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	加外攻
210	伏虎拳	3	STD_IMPACT_003	0	25	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	442	3	魔法攻击+	442	3	冰系攻击	0	0	火系攻击	0	0	电系攻击	22	0	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	加外攻
211	伏虎拳	3	STD_IMPACT_003	0	25	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	484	3	魔法攻击+	484	3	冰系攻击	0	0	火系攻击	0	0	电系攻击	24	0	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	加外攻
212	伏虎拳	3	STD_IMPACT_003	0	25	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	527	3	魔法攻击+	527	3	冰系攻击	0	0	火系攻击	0	0	电系攻击	26	0	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	加外攻
213	金刚伏魔圈+攻击	3	STD_IMPACT_003	0	113	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	3644	253.9936	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	金刚伏魔圈+攻击
214	金刚伏魔圈+攻击	3	STD_IMPACT_003	0	113	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	6330	253.9936	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	金刚伏魔圈+攻击
215	金刚伏魔圈+攻击	3	STD_IMPACT_003	0	113	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	9010	253.9936	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	金刚伏魔圈+攻击
216	金刚伏魔圈+攻击	3	STD_IMPACT_003	0	113	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	11690	253.9936	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	金刚伏魔圈+攻击
217	金刚伏魔圈+攻击	3	STD_IMPACT_003	0	113	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	14376	253.9936	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	金刚伏魔圈+攻击
218	金刚伏魔圈+攻击	3	STD_IMPACT_003	0	113	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	17055	253.9936	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	金刚伏魔圈+攻击
219	金刚伏魔圈+攻击	3	STD_IMPACT_003	0	113	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	19741	253.9936	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	金刚伏魔圈+攻击
220	金刚伏魔圈+攻击	3	STD_IMPACT_003	0	113	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	22421	253.9936	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	金刚伏魔圈+攻击
221	金刚伏魔圈+攻击	3	STD_IMPACT_003	0	113	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	25100	253.9936	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	金刚伏魔圈+攻击
222	金刚伏魔圈+攻击	3	STD_IMPACT_003	0	113	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	27786	253.9936	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	金刚伏魔圈+攻击
223	金刚伏魔圈+攻击	3	STD_IMPACT_003	0	113	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	30472	253.9936	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	金刚伏魔圈+攻击
224	金刚伏魔圈+攻击	3	STD_IMPACT_003	0	113	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	33158	253.9936	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	金刚伏魔圈+攻击
226	大力金刚掌+玄攻	3	STD_IMPACT_003	0	117	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	204	12.27361499	毒系攻击	0	0			0			0			0			0			0			0			0			0			0			0	韦陀杵+玄攻
