INT	INT	INT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING																																									
67	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	20308003	1	-1	100	100		20308004	1	-1	100	100		20308013	1	-1	100	100		20308014	1	-1	100	100		20308023	1	-1	100	100		20308024	1	-1	100	100		20308033	1	-1	100	100		20308034	1	-1	100	100		20308043	1	-1	100	100		20308044	1	-1	100	100		20308053	1	-1	100	100		20308054	1	-1	100	100		0	1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
68	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	20308063	1	-1	100	100		20308064	1	-1	100	100		20308073	1	-1	100	100		20308074	1	-1	100	100		20308083	1	-1	100	100		20308084	1	-1	100	100		20308093	1	-1	100	100		20308094	1	-1	100	100		20308143	1	-1	100	100		20308144	1	-1	100	100		20308153	-1	-1	100	100		20308154	1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
69	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	20308103	1	-1	100	100		20308104	1	-1	100	100		20308113	1	-1	100	100		20308114	1	-1	100	100		20308123	1	-1	100	100		20308124	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
70	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	10100001	1	-1	100	100		10101001	1	-1	100	100		10102001	1	-1	100	100		10103001	1	-1	100	100		10104001	1	-1	100	100		10105001	1	-1	100	100		30300001	1	-1	100	100		30300011	1	-1	100	100		30300021	1	-1	100	100		30300031	1	-1	100	100		30300041	1	-1	100	100		30300051	1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
71	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	10110001	1	-1	100	100		10110002	1	-1	100	100		10110003	1	-1	100	100		10111001	1	-1	100	100		10111002	1	-1	100	100		10111003	1	-1	100	100		10112001	1	-1	100	100		10112002	1	-1	100	100		10112003	1	-1	100	100		10113001	1	-1	100	100		10113002	1	-1	100	100		10113003	1	-1	100	100		10121001	1	-1	100	100		30301001	1	-1	100	100		30301011	1	-1	100	100		30301021	1	-1	100	100		30301031	1	-1	100	100		30301041	1	-1	100	100		30301051	1	-1	100	100		30301061	1	-1	100	100		30301071	1	-1	100	100		30301081	1	-1	100	100		30301091	1	-1	100	100		30301101	1	-1	100	100		30301111	1	-1	100	100		30301121	1	-1	100	100		30301131	1	-1	100	100		30301141	1	-1	100	100		30301042	1	-1	100	100		30301052	1	-1	100	100		30301062	1	-1	100	100		30301043	1	-1	100	100		30301053	1	-1	100	100		30301063	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
72	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	10120001	1	-1	100	100		10122001	1	-1	100	100		10121001	1	-1	100	100		30302001	1	-1	100	100		30302011	1	-1	100	100		30302021	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
73	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	10100031	1	-1	100	100		10102012	1	-1	100	100		10102013	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
74	40	120	1	9	1	1	1	1	1	3600000	50	0		0	1	0	96	97	98	100	200	300	400	500	30509001	1	1	100	100		30509002	1	1	100	100		30509003	1	1	100	100		30509005	1	1	100	100		30509006	1	1	100	100		0	1	1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
75	40	0	1	0	1	1	1	0	1	600000	5	1	../Public/Config/RandShop/60wufang.ini	0	1	0	96	97	98	100	200	300	400	500	0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
76	40	0	1	0	1	1	1	0	1	600000	10	1	../Public/Config/RandShop/70wufang.ini	0	1	0	96	97	98	100	200	300	400	500	0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
77	40	0	1	0	1	1	1	0	1	600000	15	1	../Public/Config/RandShop/80wufang.ini	0	1	0	96	97	98	100	200	300	400	500	0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
78	40	0	1	0	1	1	1	0	1	600000	20	1	../Public/Config/RandShop/90wufang.ini	0	1	0	96	97	98	100	200	300	400	500	0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
79	40	0	1	0	1	1	1	0	1	600000	25	1	../Public/Config/RandShop/100wufang.ini	0	1	0	96	97	98	100	200	300	400	500	0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
101	40	0	1	0	1	1	1	0	1	3600000	5	1	../Public/Config/RandShop/randgemshop.ini	0	1	0	96	97	98	100	200	300	400	500	0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
102	40	0	1	0	1	1	1	0	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	30402005	1	-1	100	100		30402006	1	-1	100	100		30402007	1	-1	100	100		30402008	1	-1	100	100		30402009	1	-1	100	100		30402010	1	-1	100	100		30402011	1	-1	100	100		30402013	1	-1	100	100		30402015	1	-1	100	100		30402017	1	-1	100	100		30402019	1	-1	100	100		30402071	1	-1	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
103	40	0	1	0	1	1	1	0	1	3600000	5	1	../Public/Config/RandShop/dazaotu.ini	0	1	0	96	97	98	100	200	300	400	500	0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
104	40	0	1	9	1	1	2	0	1	1500000	10	1	../Public/Config/RandShop/shanedian.ini	0	1	0	96	97	98	100	200	300	400	500	0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
105	40	0	1	0	1	1	1	0	1	3600000	5	1	../Public/Config/RandShop/xunluozawu.ini	0	1	0	96	97	98	100	200	300	400	500	0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
106	40	0	1	9	1	1	2	0	1	600000	5	1	../Public/Config/RandShop/shide.ini	0	1	0	96	97	98	100	200	300	400	500	0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	0	0	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
107	40	0	1	0	1	1	1	0	1	7200000	50	0		0	0	0	96	97	98	100	200	300	400	500	20308005	1	1	100	100		20308015	1	1	100	100		20308025	1	1	100	100		20308035	1	1	100	100		20308045	1	1	100	100		20308055	1	1	100	100		20308065	1	1	100	100		20308075	1	1	100	100		20308085	1	1	100	100		20308095	1	1	100	100		20308105	1	1	100	100		20308115	1	1	100	100		20308125	1	1	100	100		20308135	1	1	100	100		20308145	1	1	100	100		20308155	1	1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
108	40	0	1	0	1	1	1	0	1	7200000	50	0		0	0	0	96	97	98	100	200	300	400	500	20308006	1	1	100	100		20308016	1	1	100	100		20308026	1	1	100	100		20308036	1	1	100	100		20308046	1	1	100	100		20308056	1	1	100	100		20308066	1	1	100	100		20308076	1	1	100	100		20308086	1	1	100	100		20308096	1	1	100	100		20308106	1	1	100	100		20308116	1	1	100	100		20308126	1	1	100	100		20308136	1	1	100	100		20308146	1	1	100	100		20308156	1	1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	-1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																										
