INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
46	47	558	40	288	225	864	225	864	60	432	60	432	225	864	40	288	225	864	225	864	60	432	60	432	225	864	40	288	225	864	225	864	60	432	60	432	225	864	40	288	225	864	225	864	60	432	60	432	225	864	40	288	225	864	225	864	60	432	60	432	225	864	40	288	225	864	225	864	60	432	60	432	225	864	40	288	225	864	225	864	60	432	60	432	225	864	40	288	225	864	225	864	60	432	60	432	225	864	40	288	225	864	225	864	60	432	60	432	225	864	241	1152	241	1152	241	1152	241	1152	241	1152	241	1152	241	1152	241	1152	241	1152
47	51	597	43	311	243	935	243	935	65	467	65	467	243	935	43	311	243	935	243	935	65	467	65	467	243	935	43	311	243	935	243	935	65	467	65	467	243	935	43	311	243	935	243	935	65	467	65	467	243	935	43	311	243	935	243	935	65	467	65	467	243	935	43	311	243	935	243	935	65	467	65	467	243	935	43	311	243	935	243	935	65	467	65	467	243	935	43	311	243	935	243	935	65	467	65	467	243	935	43	311	243	935	243	935	65	467	65	467	243	935	260	1246	260	1246	260	1246	260	1246	260	1246	260	1246	260	1246	260	1246	260	1246
48	55	639	46	336	261	1010	261	1010	70	505	70	505	261	1010	46	336	261	1010	261	1010	70	505	70	505	261	1010	46	336	261	1010	261	1010	70	505	70	505	261	1010	46	336	261	1010	261	1010	70	505	70	505	261	1010	46	336	261	1010	261	1010	70	505	70	505	261	1010	46	336	261	1010	261	1010	70	505	70	505	261	1010	46	336	261	1010	261	1010	70	505	70	505	261	1010	46	336	261	1010	261	1010	70	505	70	505	261	1010	46	336	261	1010	261	1010	70	505	70	505	261	1010	280	1347	280	1347	280	1347	280	1347	280	1347	280	1347	280	1347	280	1347	280	1347
49	59	684	50	363	281	1089	281	1089	75	544	75	544	281	1089	50	363	281	1089	281	1089	75	544	75	544	281	1089	50	363	281	1089	281	1089	75	544	75	544	281	1089	50	363	281	1089	281	1089	75	544	75	544	281	1089	50	363	281	1089	281	1089	75	544	75	544	281	1089	50	363	281	1089	281	1089	75	544	75	544	281	1089	50	363	281	1089	281	1089	75	544	75	544	281	1089	50	363	281	1089	281	1089	75	544	75	544	281	1089	50	363	281	1089	281	1089	75	544	75	544	281	1089	301	1452	301	1452	301	1452	301	1452	301	1452	301	1452	301	1452	301	1452	301	1452
50	63	730	56	390	318	1172	318	1172	85	586	85	586	318	1172	56	390	318	1172	318	1172	85	586	85	586	318	1172	56	390	318	1172	318	1172	85	586	85	586	318	1172	56	390	318	1172	318	1172	85	586	85	586	318	1172	56	390	318	1172	318	1172	85	586	85	586	318	1172	56	390	318	1172	318	1172	85	586	85	586	318	1172	56	390	318	1172	318	1172	85	586	85	586	318	1172	56	390	318	1172	318	1172	85	586	85	586	318	1172	56	390	318	1172	318	1172	85	586	85	586	318	1172	341	1563	341	1563	341	1563	341	1563	341	1563	341	1563	341	1563	341	1563	341	1563
51	68	778	58	419	326	1259	326	1259	87	629	87	629	326	1259	58	419	326	1259	326	1259	87	629	87	629	326	1259	58	419	326	1259	326	1259	87	629	87	629	326	1259	58	419	326	1259	326	1259	87	629	87	629	326	1259	58	419	326	1259	326	1259	87	629	87	629	326	1259	58	419	326	1259	326	1259	87	629	87	629	326	1259	58	419	326	1259	326	1259	87	629	87	629	326	1259	58	419	326	1259	326	1259	87	629	87	629	326	1259	58	419	326	1259	326	1259	87	629	87	629	326	1259	349	1679	349	1679	349	1679	349	1679	349	1679	349	1679	349	1679	349	1679	349	1679
52	73	829	61	450	343	1351	343	1351	92	675	92	675	343	1351	61	450	343	1351	343	1351	92	675	92	675	343	1351	61	450	343	1351	343	1351	92	675	92	675	343	1351	61	450	343	1351	343	1351	92	675	92	675	343	1351	61	450	343	1351	343	1351	92	675	92	675	343	1351	61	450	343	1351	343	1351	92	675	92	675	343	1351	61	450	343	1351	343	1351	92	675	92	675	343	1351	61	450	343	1351	343	1351	92	675	92	675	343	1351	61	450	343	1351	343	1351	92	675	92	675	343	1351	368	1801	368	1801	368	1801	368	1801	368	1801	368	1801	368	1801	368	1801	368	1801
53	78	882	64	482	363	1447	363	1447	97	723	97	723	363	1447	64	482	363	1447	363	1447	97	723	97	723	363	1447	64	482	363	1447	363	1447	97	723	97	723	363	1447	64	482	363	1447	363	1447	97	723	97	723	363	1447	64	482	363	1447	363	1447	97	723	97	723	363	1447	64	482	363	1447	363	1447	97	723	97	723	363	1447	64	482	363	1447	363	1447	97	723	97	723	363	1447	64	482	363	1447	363	1447	97	723	97	723	363	1447	64	482	363	1447	363	1447	97	723	97	723	363	1447	389	1929	389	1929	389	1929	389	1929	389	1929	389	1929	389	1929	389	1929	389	1929
54	83	938	70	515	392	1547	392	1547	105	773	105	773	392	1547	70	515	392	1547	392	1547	105	773	105	773	392	1547	70	515	392	1547	392	1547	105	773	105	773	392	1547	70	515	392	1547	392	1547	105	773	105	773	392	1547	70	515	392	1547	392	1547	105	773	105	773	392	1547	70	515	392	1547	392	1547	105	773	105	773	392	1547	70	515	392	1547	392	1547	105	773	105	773	392	1547	70	515	392	1547	392	1547	105	773	105	773	392	1547	70	515	392	1547	392	1547	105	773	105	773	392	1547	420	2063	420	2063	420	2063	420	2063	420	2063	420	2063	420	2063	420	2063	420	2063
55	89	996	73	550	409	1652	409	1652	109	826	109	826	409	1652	73	550	409	1652	409	1652	109	826	109	826	409	1652	73	550	409	1652	409	1652	109	826	109	826	409	1652	73	550	409	1652	409	1652	109	826	109	826	409	1652	73	550	409	1652	409	1652	109	826	109	826	409	1652	73	550	409	1652	409	1652	109	826	109	826	409	1652	73	550	409	1652	409	1652	109	826	109	826	409	1652	73	550	409	1652	409	1652	109	826	109	826	409	1652	73	550	409	1652	409	1652	109	826	109	826	409	1652	438	2203	438	2203	438	2203	438	2203	438	2203	438	2203	438	2203	438	2203	438	2203
56	94	1056	76	587	429	1762	429	1762	114	881	114	881	429	1762	76	587	429	1762	429	1762	114	881	114	881	429	1762	76	587	429	1762	429	1762	114	881	114	881	429	1762	76	587	429	1762	429	1762	114	881	114	881	429	1762	76	587	429	1762	429	1762	114	881	114	881	429	1762	76	587	429	1762	429	1762	114	881	114	881	429	1762	76	587	429	1762	429	1762	114	881	114	881	429	1762	76	587	429	1762	429	1762	114	881	114	881	429	1762	76	587	429	1762	429	1762	114	881	114	881	429	1762	459	2349	459	2349	459	2349	459	2349	459	2349	459	2349	459	2349	459	2349	459	2349
57	100	1119	80	625	451	1876	451	1876	120	938	120	938	451	1876	80	625	451	1876	451	1876	120	938	120	938	451	1876	80	625	451	1876	451	1876	120	938	120	938	451	1876	80	625	451	1876	451	1876	120	938	120	938	451	1876	80	625	451	1876	451	1876	120	938	120	938	451	1876	80	625	451	1876	451	1876	120	938	120	938	451	1876	80	625	451	1876	451	1876	120	938	120	938	451	1876	80	625	451	1876	451	1876	120	938	120	938	451	1876	80	625	451	1876	451	1876	120	938	120	938	451	1876	483	2502	483	2502	483	2502	483	2502	483	2502	483	2502	483	2502	483	2502	483	2502
58	107	1185	84	665	475	1996	475	1996	127	998	127	998	475	1996	84	665	475	1996	475	1996	127	998	127	998	475	1996	84	665	475	1996	475	1996	127	998	127	998	475	1996	84	665	475	1996	475	1996	127	998	127	998	475	1996	84	665	475	1996	475	1996	127	998	127	998	475	1996	84	665	475	1996	475	1996	127	998	127	998	475	1996	84	665	475	1996	475	1996	127	998	127	998	475	1996	84	665	475	1996	475	1996	127	998	127	998	475	1996	84	665	475	1996	475	1996	127	998	127	998	475	1996	509	2661	509	2661	509	2661	509	2661	509	2661	509	2661	509	2661	509	2661	509	2661
59	113	1253	89	706	502	2120	502	2120	134	1060	134	1060	502	2120	89	706	502	2120	502	2120	134	1060	134	1060	502	2120	89	706	502	2120	502	2120	134	1060	134	1060	502	2120	89	706	502	2120	502	2120	134	1060	134	1060	502	2120	89	706	502	2120	502	2120	134	1060	134	1060	502	2120	89	706	502	2120	502	2120	134	1060	134	1060	502	2120	89	706	502	2120	502	2120	134	1060	134	1060	502	2120	89	706	502	2120	502	2120	134	1060	134	1060	502	2120	89	706	502	2120	502	2120	134	1060	134	1060	502	2120	537	2827	537	2827	537	2827	537	2827	537	2827	537	2827	537	2827	537	2827	537	2827
60	120	1324	94	750	531	2250	531	2250	142	1125	142	1125	531	2250	94	750	531	2250	531	2250	142	1125	142	1125	531	2250	94	750	531	2250	531	2250	142	1125	142	1125	531	2250	94	750	531	2250	531	2250	142	1125	142	1125	531	2250	94	750	531	2250	531	2250	142	1125	142	1125	531	2250	94	750	531	2250	531	2250	142	1125	142	1125	531	2250	94	750	531	2250	531	2250	142	1125	142	1125	531	2250	94	750	531	2250	531	2250	142	1125	142	1125	531	2250	94	750	531	2250	531	2250	142	1125	142	1125	531	2250	568	3000	568	3000	568	3000	568	3000	568	3000	568	3000	568	3000	568	3000	568	3000
61	128	1398	100	794	562	2384	562	2384	150	1192	150	1192	562	2384	100	794	562	2384	562	2384	150	1192	150	1192	562	2384	100	794	562	2384	562	2384	150	1192	150	1192	562	2384	100	794	562	2384	562	2384	150	1192	150	1192	562	2384	100	794	562	2384	562	2384	150	1192	150	1192	562	2384	100	794	562	2384	562	2384	150	1192	150	1192	562	2384	100	794	562	2384	562	2384	150	1192	150	1192	562	2384	100	794	562	2384	562	2384	150	1192	150	1192	562	2384	100	794	562	2384	562	2384	150	1192	150	1192	562	2384	602	3179	602	3179	602	3179	602	3179	602	3179	602	3179	602	3179	602	3179	602	3179
62	135	1474	106	841	595	2524	595	2524	159	1262	159	1262	595	2524	106	841	595	2524	595	2524	159	1262	159	1262	595	2524	106	841	595	2524	595	2524	159	1262	159	1262	595	2524	106	841	595	2524	595	2524	159	1262	159	1262	595	2524	106	841	595	2524	595	2524	159	1262	159	1262	595	2524	106	841	595	2524	595	2524	159	1262	159	1262	595	2524	106	841	595	2524	595	2524	159	1262	159	1262	595	2524	106	841	595	2524	595	2524	159	1262	159	1262	595	2524	106	841	595	2524	595	2524	159	1262	159	1262	595	2524	638	3366	638	3366	638	3366	638	3366	638	3366	638	3366	638	3366	638	3366	638	3366
63	143	1554	112	889	631	2669	631	2669	169	1334	169	1334	631	2669	112	889	631	2669	631	2669	169	1334	169	1334	631	2669	112	889	631	2669	631	2669	169	1334	169	1334	631	2669	112	889	631	2669	631	2669	169	1334	169	1334	631	2669	112	889	631	2669	631	2669	169	1334	169	1334	631	2669	112	889	631	2669	631	2669	169	1334	169	1334	631	2669	112	889	631	2669	631	2669	169	1334	169	1334	631	2669	112	889	631	2669	631	2669	169	1334	169	1334	631	2669	112	889	631	2669	631	2669	169	1334	169	1334	631	2669	676	3559	676	3559	676	3559	676	3559	676	3559	676	3559	676	3559	676	3559	676	3559
64	151	1636	119	940	669	2820	669	2820	179	1410	179	1410	669	2820	119	940	669	2820	669	2820	179	1410	179	1410	669	2820	119	940	669	2820	669	2820	179	1410	179	1410	669	2820	119	940	669	2820	669	2820	179	1410	179	1410	669	2820	119	940	669	2820	669	2820	179	1410	179	1410	669	2820	119	940	669	2820	669	2820	179	1410	179	1410	669	2820	119	940	669	2820	669	2820	179	1410	179	1410	669	2820	119	940	669	2820	669	2820	179	1410	179	1410	669	2820	119	940	669	2820	669	2820	179	1410	179	1410	669	2820	717	3760	717	3760	717	3760	717	3760	717	3760	717	3760	717	3760	717	3760	717	3760
65	159	1721	126	992	710	2976	710	2976	190	1488	190	1488	710	2976	126	992	710	2976	710	2976	190	1488	190	1488	710	2976	126	992	710	2976	710	2976	190	1488	190	1488	710	2976	126	992	710	2976	710	2976	190	1488	190	1488	710	2976	126	992	710	2976	710	2976	190	1488	190	1488	710	2976	126	992	710	2976	710	2976	190	1488	190	1488	710	2976	126	992	710	2976	710	2976	190	1488	190	1488	710	2976	126	992	710	2976	710	2976	190	1488	190	1488	710	2976	126	992	710	2976	710	2976	190	1488	190	1488	710	2976	761	3969	761	3969	761	3969	761	3969	761	3969	761	3969	761	3969	761	3969	761	3969
66	168	1810	134	1048	753	3146	753	3146	201	1573	201	1573	753	3146	134	1048	753	3146	753	3146	201	1573	201	1573	753	3146	134	1048	753	3146	753	3146	201	1573	201	1573	753	3146	134	1048	753	3146	753	3146	201	1573	201	1573	753	3146	134	1048	753	3146	753	3146	201	1573	201	1573	753	3146	134	1048	753	3146	753	3146	201	1573	201	1573	753	3146	134	1048	753	3146	753	3146	201	1573	201	1573	753	3146	134	1048	753	3146	753	3146	201	1573	201	1573	753	3146	134	1048	753	3146	753	3146	201	1573	201	1573	753	3146	807	4194	807	4194	807	4194	807	4194	807	4194	807	4194	807	4194	807	4194	807	4194
67	177	1901	142	1111	798	3334	798	3334	213	1667	213	1667	798	3334	142	1111	798	3334	798	3334	213	1667	213	1667	798	3334	142	1111	798	3334	798	3334	213	1667	213	1667	798	3334	142	1111	798	3334	798	3334	213	1667	213	1667	798	3334	142	1111	798	3334	798	3334	213	1667	213	1667	798	3334	142	1111	798	3334	798	3334	213	1667	213	1667	798	3334	142	1111	798	3334	798	3334	213	1667	213	1667	798	3334	142	1111	798	3334	798	3334	213	1667	213	1667	798	3334	142	1111	798	3334	798	3334	213	1667	213	1667	798	3334	855	4446	855	4446	855	4446	855	4446	855	4446	855	4446	855	4446	855	4446	855	4446
68	187	1996	151	1181	846	3543	846	3543	226	1771	226	1771	846	3543	151	1181	846	3543	846	3543	226	1771	226	1771	846	3543	151	1181	846	3543	846	3543	226	1771	226	1771	846	3543	151	1181	846	3543	846	3543	226	1771	226	1771	846	3543	151	1181	846	3543	846	3543	226	1771	226	1771	846	3543	151	1181	846	3543	846	3543	226	1771	226	1771	846	3543	151	1181	846	3543	846	3543	226	1771	226	1771	846	3543	151	1181	846	3543	846	3543	226	1771	226	1771	846	3543	151	1181	846	3543	846	3543	226	1771	226	1771	846	3543	906	4725	906	4725	906	4725	906	4725	906	4725	906	4725	906	4725	906	4725	906	4725
69	197	2094	159	1257	895	3773	895	3773	239	1886	239	1886	895	3773	159	1257	895	3773	895	3773	239	1886	239	1886	895	3773	159	1257	895	3773	895	3773	239	1886	239	1886	895	3773	159	1257	895	3773	895	3773	239	1886	239	1886	895	3773	159	1257	895	3773	895	3773	239	1886	239	1886	895	3773	159	1257	895	3773	895	3773	239	1886	239	1886	895	3773	159	1257	895	3773	895	3773	239	1886	239	1886	895	3773	159	1257	895	3773	895	3773	239	1886	239	1886	895	3773	159	1257	895	3773	895	3773	239	1886	239	1886	895	3773	959	5031	959	5031	959	5031	959	5031	959	5031	959	5031	959	5031	959	5031	959	5031
70	207	2193	169	1341	948	4025	948	4025	253	2012	253	2012	948	4025	169	1341	948	4025	948	4025	253	2012	253	2012	948	4025	169	1341	948	4025	948	4025	253	2012	253	2012	948	4025	169	1341	948	4025	948	4025	253	2012	253	2012	948	4025	169	1341	948	4025	948	4025	253	2012	253	2012	948	4025	169	1341	948	4025	948	4025	253	2012	253	2012	948	4025	169	1341	948	4025	948	4025	253	2012	253	2012	948	4025	169	1341	948	4025	948	4025	253	2012	253	2012	948	4025	169	1341	948	4025	948	4025	253	2012	253	2012	948	4025	1015	5366	1015	5366	1015	5366	1015	5366	1015	5366	1015	5366	1015	5366	1015	5366	1015	5366
71	217	2295	179	1432	1002	4298	1002	4298	268	2149	268	2149	1002	4298	179	1432	1002	4298	1002	4298	268	2149	268	2149	1002	4298	179	1432	1002	4298	1002	4298	268	2149	268	2149	1002	4298	179	1432	1002	4298	1002	4298	268	2149	268	2149	1002	4298	179	1432	1002	4298	1002	4298	268	2149	268	2149	1002	4298	179	1432	1002	4298	1002	4298	268	2149	268	2149	1002	4298	179	1432	1002	4298	1002	4298	268	2149	268	2149	1002	4298	179	1432	1002	4298	1002	4298	268	2149	268	2149	1002	4298	179	1432	1002	4298	1002	4298	268	2149	268	2149	1002	4298	1074	5731	1074	5731	1074	5731	1074	5731	1074	5731	1074	5731	1074	5731	1074	5731	1074	5731
72	228	2399	189	1531	1059	4595	1059	4595	283	2297	283	2297	1059	4595	189	1531	1059	4595	1059	4595	283	2297	283	2297	1059	4595	189	1531	1059	4595	1059	4595	283	2297	283	2297	1059	4595	189	1531	1059	4595	1059	4595	283	2297	283	2297	1059	4595	189	1531	1059	4595	1059	4595	283	2297	283	2297	1059	4595	189	1531	1059	4595	1059	4595	283	2297	283	2297	1059	4595	189	1531	1059	4595	1059	4595	283	2297	283	2297	1059	4595	189	1531	1059	4595	1059	4595	283	2297	283	2297	1059	4595	189	1531	1059	4595	1059	4595	283	2297	283	2297	1059	4595	1135	6127	1135	6127	1135	6127	1135	6127	1135	6127	1135	6127	1135	6127	1135	6127	1135	6127
73	239	2504	199	1638	1118	4915	1118	4915	299	2457	299	2457	1118	4915	199	1638	1118	4915	1118	4915	299	2457	299	2457	1118	4915	199	1638	1118	4915	1118	4915	299	2457	299	2457	1118	4915	199	1638	1118	4915	1118	4915	299	2457	299	2457	1118	4915	199	1638	1118	4915	1118	4915	299	2457	299	2457	1118	4915	199	1638	1118	4915	1118	4915	299	2457	299	2457	1118	4915	199	1638	1118	4915	1118	4915	299	2457	299	2457	1118	4915	199	1638	1118	4915	1118	4915	299	2457	299	2457	1118	4915	199	1638	1118	4915	1118	4915	299	2457	299	2457	1118	4915	1198	6554	1198	6554	1198	6554	1198	6554	1198	6554	1198	6554	1198	6554	1198	6554	1198	6554
74	251	2611	210	1753	1180	5260	1180	5260	316	2630	316	2630	1180	5260	210	1753	1180	5260	1180	5260	316	2630	316	2630	1180	5260	210	1753	1180	5260	1180	5260	316	2630	316	2630	1180	5260	210	1753	1180	5260	1180	5260	316	2630	316	2630	1180	5260	210	1753	1180	5260	1180	5260	316	2630	316	2630	1180	5260	210	1753	1180	5260	1180	5260	316	2630	316	2630	1180	5260	210	1753	1180	5260	1180	5260	316	2630	316	2630	1180	5260	210	1753	1180	5260	1180	5260	316	2630	316	2630	1180	5260	210	1753	1180	5260	1180	5260	316	2630	316	2630	1180	5260	1264	7014	1264	7014	1264	7014	1264	7014	1264	7014	1264	7014	1264	7014	1264	7014	1264	7014
75	262	2721	222	1882	1243	5648	1243	5648	333	2824	333	2824	1243	5648	222	1882	1243	5648	1243	5648	333	2824	333	2824	1243	5648	222	1882	1243	5648	1243	5648	333	2824	333	2824	1243	5648	222	1882	1243	5648	1243	5648	333	2824	333	2824	1243	5648	222	1882	1243	5648	1243	5648	333	2824	333	2824	1243	5648	222	1882	1243	5648	1243	5648	333	2824	333	2824	1243	5648	222	1882	1243	5648	1243	5648	333	2824	333	2824	1243	5648	222	1882	1243	5648	1243	5648	333	2824	333	2824	1243	5648	222	1882	1243	5648	1243	5648	333	2824	333	2824	1243	5648	1332	7530	1332	7530	1332	7530	1332	7530	1332	7530	1332	7530	1332	7530	1332	7530	1332	7530
76	274	2832	233	2026	1310	6079	1310	6079	350	3039	350	3039	1310	6079	233	2026	1310	6079	1310	6079	350	3039	350	3039	1310	6079	233	2026	1310	6079	1310	6079	350	3039	350	3039	1310	6079	233	2026	1310	6079	1310	6079	350	3039	350	3039	1310	6079	233	2026	1310	6079	1310	6079	350	3039	350	3039	1310	6079	233	2026	1310	6079	1310	6079	350	3039	350	3039	1310	6079	233	2026	1310	6079	1310	6079	350	3039	350	3039	1310	6079	233	2026	1310	6079	1310	6079	350	3039	350	3039	1310	6079	233	2026	1310	6079	1310	6079	350	3039	350	3039	1310	6079	1403	8106	1403	8106	1403	8106	1403	8106	1403	8106	1403	8106	1403	8106	1403	8106	1403	8106
77	286	2945	246	2185	1378	6556	1378	6556	369	3278	369	3278	1378	6556	246	2185	1378	6556	1378	6556	369	3278	369	3278	1378	6556	246	2185	1378	6556	1378	6556	369	3278	369	3278	1378	6556	246	2185	1378	6556	1378	6556	369	3278	369	3278	1378	6556	246	2185	1378	6556	1378	6556	369	3278	369	3278	1378	6556	246	2185	1378	6556	1378	6556	369	3278	369	3278	1378	6556	246	2185	1378	6556	1378	6556	369	3278	369	3278	1378	6556	246	2185	1378	6556	1378	6556	369	3278	369	3278	1378	6556	246	2185	1378	6556	1378	6556	369	3278	369	3278	1378	6556	1476	8741	1476	8741	1476	8741	1476	8741	1476	8741	1476	8741	1476	8741	1476	8741	1476	8741
78	298	3060	258	2360	1449	7080	1449	7080	388	3540	388	3540	1449	7080	258	2360	1449	7080	1449	7080	388	3540	388	3540	1449	7080	258	2360	1449	7080	1449	7080	388	3540	388	3540	1449	7080	258	2360	1449	7080	1449	7080	388	3540	388	3540	1449	7080	258	2360	1449	7080	1449	7080	388	3540	388	3540	1449	7080	258	2360	1449	7080	1449	7080	388	3540	388	3540	1449	7080	258	2360	1449	7080	1449	7080	388	3540	388	3540	1449	7080	258	2360	1449	7080	1449	7080	388	3540	388	3540	1449	7080	258	2360	1449	7080	1449	7080	388	3540	388	3540	1449	7080	1552	9440	1552	9440	1552	9440	1552	9440	1552	9440	1552	9440	1552	9440	1552	9440	1552	9440
79	311	3177	271	2550	1522	7652	1522	7652	407	3826	407	3826	1522	7652	271	2550	1522	7652	1522	7652	407	3826	407	3826	1522	7652	271	2550	1522	7652	1522	7652	407	3826	407	3826	1522	7652	271	2550	1522	7652	1522	7652	407	3826	407	3826	1522	7652	271	2550	1522	7652	1522	7652	407	3826	407	3826	1522	7652	271	2550	1522	7652	1522	7652	407	3826	407	3826	1522	7652	271	2550	1522	7652	1522	7652	407	3826	407	3826	1522	7652	271	2550	1522	7652	1522	7652	407	3826	407	3826	1522	7652	271	2550	1522	7652	1522	7652	407	3826	407	3826	1522	7652	1631	10202	1631	10202	1631	10202	1631	10202	1631	10202	1631	10202	1631	10202	1631	10202	1631	10202
80	324	3296	285	2808	1597	8424	1597	8424	428	4212	428	4212	1597	8424	285	2808	1597	8424	1597	8424	428	4212	428	4212	1597	8424	285	2808	1597	8424	1597	8424	428	4212	428	4212	1597	8424	285	2808	1597	8424	1597	8424	428	4212	428	4212	1597	8424	285	2808	1597	8424	1597	8424	428	4212	428	4212	1597	8424	285	2808	1597	8424	1597	8424	428	4212	428	4212	1597	8424	285	2808	1597	8424	1597	8424	428	4212	428	4212	1597	8424	285	2808	1597	8424	1597	8424	428	4212	428	4212	1597	8424	285	2808	1597	8424	1597	8424	428	4212	428	4212	1597	8424	1711	11232	1711	11232	1711	11232	1711	11232	1711	11232	1711	11232	1711	11232	1711	11232	1711	11232
81	337	3417	299	3198	1675	9595	1675	9595	448	4797	448	4797	1675	9595	299	3198	1675	9595	1675	9595	448	4797	448	4797	1675	9595	299	3198	1675	9595	1675	9595	448	4797	448	4797	1675	9595	299	3198	1675	9595	1675	9595	448	4797	448	4797	1675	9595	299	3198	1675	9595	1675	9595	448	4797	448	4797	1675	9595	299	3198	1675	9595	1675	9595	448	4797	448	4797	1675	9595	299	3198	1675	9595	1675	9595	448	4797	448	4797	1675	9595	299	3198	1675	9595	1675	9595	448	4797	448	4797	1675	9595	299	3198	1675	9595	1675	9595	448	4797	448	4797	1675	9595	1795	12794	1795	12794	1795	12794	1795	12794	1795	12794	1795	12794	1795	12794	1795	12794	1795	12794
82	350	3540	313	3790	1755	11372	1755	11372	470	5686	470	5686	1755	11372	313	3790	1755	11372	1755	11372	470	5686	470	5686	1755	11372	313	3790	1755	11372	1755	11372	470	5686	470	5686	1755	11372	313	3790	1755	11372	1755	11372	470	5686	470	5686	1755	11372	313	3790	1755	11372	1755	11372	470	5686	470	5686	1755	11372	313	3790	1755	11372	1755	11372	470	5686	470	5686	1755	11372	313	3790	1755	11372	1755	11372	470	5686	470	5686	1755	11372	313	3790	1755	11372	1755	11372	470	5686	470	5686	1755	11372	313	3790	1755	11372	1755	11372	470	5686	470	5686	1755	11372	1881	15163	1881	15163	1881	15163	1881	15163	1881	15163	1881	15163	1881	15163	1881	15163	1881	15163
83	363	3664	328	4657	1838	13971	1838	13971	492	6985	492	6985	1838	13971	328	4657	1838	13971	1838	13971	492	6985	492	6985	1838	13971	328	4657	1838	13971	1838	13971	492	6985	492	6985	1838	13971	328	4657	1838	13971	1838	13971	492	6985	492	6985	1838	13971	328	4657	1838	13971	1838	13971	492	6985	492	6985	1838	13971	328	4657	1838	13971	1838	13971	492	6985	492	6985	1838	13971	328	4657	1838	13971	1838	13971	492	6985	492	6985	1838	13971	328	4657	1838	13971	1838	13971	492	6985	492	6985	1838	13971	328	4657	1838	13971	1838	13971	492	6985	492	6985	1838	13971	1969	18628	1969	18628	1969	18628	1969	18628	1969	18628	1969	18628	1969	18628	1969	18628	1969	18628
84	377	3791	343	5872	1922	17617	1922	17617	515	8808	515	8808	1922	17617	343	5872	1922	17617	1922	17617	515	8808	515	8808	1922	17617	343	5872	1922	17617	1922	17617	515	8808	515	8808	1922	17617	343	5872	1922	17617	1922	17617	515	8808	515	8808	1922	17617	343	5872	1922	17617	1922	17617	515	8808	515	8808	1922	17617	343	5872	1922	17617	1922	17617	515	8808	515	8808	1922	17617	343	5872	1922	17617	1922	17617	515	8808	515	8808	1922	17617	343	5872	1922	17617	1922	17617	515	8808	515	8808	1922	17617	343	5872	1922	17617	1922	17617	515	8808	515	8808	1922	17617	2060	23489	2060	23489	2060	23489	2060	23489	2060	23489	2060	23489	2060	23489	2060	23489	2060	23489
85	391	3920	358	7514	2009	22543	2009	22543	538	11271	538	11271	2009	22543	358	7514	2009	22543	2009	22543	538	11271	538	11271	2009	22543	358	7514	2009	22543	2009	22543	538	11271	538	11271	2009	22543	358	7514	2009	22543	2009	22543	538	11271	538	11271	2009	22543	358	7514	2009	22543	2009	22543	538	11271	538	11271	2009	22543	358	7514	2009	22543	2009	22543	538	11271	538	11271	2009	22543	358	7514	2009	22543	2009	22543	538	11271	538	11271	2009	22543	358	7514	2009	22543	2009	22543	538	11271	538	11271	2009	22543	358	7514	2009	22543	2009	22543	538	11271	538	11271	2009	22543	2153	30057	2153	30057	2153	30057	2153	30057	2153	30057	2153	30057	2153	30057	2153	30057	2153	30057
86	405	4050	374	9664	2099	28992	2099	28992	562	14496	562	14496	2099	28992	374	9664	2099	28992	2099	28992	562	14496	562	14496	2099	28992	374	9664	2099	28992	2099	28992	562	14496	562	14496	2099	28992	374	9664	2099	28992	2099	28992	562	14496	562	14496	2099	28992	374	9664	2099	28992	2099	28992	562	14496	562	14496	2099	28992	374	9664	2099	28992	2099	28992	562	14496	562	14496	2099	28992	374	9664	2099	28992	2099	28992	562	14496	562	14496	2099	28992	374	9664	2099	28992	2099	28992	562	14496	562	14496	2099	28992	374	9664	2099	28992	2099	28992	562	14496	562	14496	2099	28992	2249	38657	2249	38657	2249	38657	2249	38657	2249	38657	2249	38657	2249	38657	2249	38657	2249	38657
