INT	STRING	STRING	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING
720	鱼刷新点_紫	鱼刷新点_紫	0	1	0	0	0	帮会循环任务_鱼刷新点_紫	-1		-1		-1	0	0	0		180000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
721	鱼刷新点_红	鱼刷新点_红	0	1	0	0	0	帮会循环任务_鱼刷新点_红	-1		-1		-1	0	0	0		180000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
722	鱼刷新点_蓝	鱼刷新点_蓝	0	1	0	0	0	帮会循环任务_鱼刷新点_蓝	-1		-1		-1	0	0	0		180000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
723	鱼刷新点_黄	鱼刷新点_黄	0	1	0	0	0	帮会循环任务_鱼刷新点_黄	-1		-1		-1	0	0	0		180000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
724	害虫刷新点_紫	害虫刷新点_紫	0	1	0	0	0	帮会循环任务_害虫刷新点_紫	-1		-1		-1	0	0	0		2000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
725	害虫刷新点_绿	害虫刷新点_绿	0	1	0	0	0	帮会循环任务_害虫刷新点_绿	-1		-1		-1	0	0	0		2000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
726	害虫刷新点_金	害虫刷新点_金	0	1	0	0	0	帮会循环任务_害虫刷新点_金	-1		-1		-1	0	0	0		2000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
727	害虫刷新点_青	害虫刷新点_青	0	1	0	0	0	帮会循环任务_害虫刷新点_青	-1		-1		-1	0	0	0		2000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
728	夏之锦幅	夏之锦幅	0	1	0	0	0	yanhua_11Q2_水花	-1		-1		-1	0	0	0		30000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
729	夏之圆舞	夏之圆舞	0	1	0	0	0	yanhua_11Q2_水花二	-1		-1		-1	0	0	0		30000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
730	收获金秋	收获金秋	0	1	0	0	0	yanhua_11Q3中秋节2_01	-1		-1		-1	0	0	0		30000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
731	月圆中秋	月圆中秋	0	1	0	0	0	yanhua_11Q3中秋节_01	-1		-1		-1	0	0	0		30000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
732	再创辉煌	再创辉煌	0	1	0	0	0	yanhuo_62国庆02	-1		-1		-1	0	0	0		35000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
733	日新月异	日新月异	0	1	0	0	0	yanhuo_62国庆01	-1		-1		-1	0	0	0		35000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
801	诛仙阵	诛仙阵	3	0	10	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		-1	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2749	效果2	2684	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
802	诛仙阵	诛仙阵	3	0	20	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		-1	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2750	效果2	2684	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
803	诛仙阵	诛仙阵	3	0	30	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		-1	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2751	效果2	2684	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
804	诛仙阵	诛仙阵	3	0	40	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		-1	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2752	效果2	2684	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
805	诛仙阵	诛仙阵	3	0	50	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		-1	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2753	效果2	2684	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
806	诛仙阵	诛仙阵	3	0	60	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		-1	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2754	效果2	2684	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
807	诛仙阵	诛仙阵	3	0	70	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		-1	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2755	效果2	2684	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
808	诛仙阵	诛仙阵	3	0	80	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		-1	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2756	效果2	2684	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
809	诛仙阵	诛仙阵	3	0	90	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		-1	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2757	效果2	2684	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
810	诛仙阵	诛仙阵	3	0	100	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		-1	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2758	效果2	2684	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
811	诛仙阵	诛仙阵	3	0	110	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		-1	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2759	效果2	2684	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
812	诛仙阵	诛仙阵	3	0	120	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		-1	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2760	效果2	2684	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
813	诛仙阵	诛仙阵	3	0	130	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		-1	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	17361	效果2	2684	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
814	诛仙阵	诛仙阵	3	0	140	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		-1	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	17362	效果2	2684	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
815	诛仙阵	诛仙阵	3	0	150	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		-1	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	17363	效果2	2684	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
816	诛仙阵	诛仙阵	3	0	160	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		-1	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	17364	效果2	2684	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
901	诛仙阵防	诛仙阵	3	0	10	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		-1	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2749	效果2	2684	效果3几率	20	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
902	诛仙阵防	诛仙阵	3	0	20	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		-1	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2750	效果2	2684	效果3几率	22	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
903	诛仙阵防	诛仙阵	3	0	30	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		-1	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2751	效果2	2684	效果3几率	24	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
904	诛仙阵防	诛仙阵	3	0	40	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		-1	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2752	效果2	2684	效果3几率	26	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
905	诛仙阵防	诛仙阵	3	0	50	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		-1	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2753	效果2	2684	效果3几率	28	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
906	诛仙阵防	诛仙阵	3	0	60	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		-1	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2754	效果2	2684	效果3几率	30	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
907	诛仙阵防	诛仙阵	3	0	70	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		-1	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2755	效果2	2684	效果3几率	32	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
908	诛仙阵防	诛仙阵	3	0	80	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		-1	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2756	效果2	2684	效果3几率	34	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
909	诛仙阵防	诛仙阵	3	0	90	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		-1	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2757	效果2	2684	效果3几率	36	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
910	诛仙阵防	诛仙阵	3	0	100	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		-1	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2758	效果2	2684	效果3几率	38	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
911	诛仙阵防	诛仙阵	3	0	110	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		-1	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2759	效果2	2684	效果3几率	40	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
912	诛仙阵防	诛仙阵	3	0	120	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		-1	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2760	效果2	2684	效果3几率	42	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
913	诛仙阵防	诛仙阵	3	0	130	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		-1	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	17361	效果2	2684	效果3几率	44	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
914	诛仙阵防	诛仙阵	3	0	140	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		-1	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	17362	效果2	2684	效果3几率	46	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
915	诛仙阵防	诛仙阵	3	0	150	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		-1	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	17363	效果2	2684	效果3几率	48	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
916	诛仙阵防	诛仙阵	3	0	160	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		-1	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	17364	效果2	2684	效果3几率	50	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
1001	诛仙阵攻	诛仙阵	3	0	10	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		-1	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2749	效果2	2610	效果3几率	100	效果3	2684		0		0		0		0		0		0		0		0		0		0		0		0	
1002	诛仙阵攻	诛仙阵	3	0	20	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		-1	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2750	效果2	2611	效果3几率	100	效果3	2684		0		0		0		0		0		0		0		0		0		0		0		0	
1003	诛仙阵攻	诛仙阵	3	0	30	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		-1	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2751	效果2	2612	效果3几率	100	效果3	2684		0		0		0		0		0		0		0		0		0		0		0		0	
1004	诛仙阵攻	诛仙阵	3	0	40	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		-1	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2752	效果2	2613	效果3几率	100	效果3	2684		0		0		0		0		0		0		0		0		0		0		0		0	
1005	诛仙阵攻	诛仙阵	3	0	50	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		-1	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2753	效果2	2614	效果3几率	100	效果3	2684		0		0		0		0		0		0		0		0		0		0		0		0	
1006	诛仙阵攻	诛仙阵	3	0	60	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		-1	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2754	效果2	2615	效果3几率	100	效果3	2684		0		0		0		0		0		0		0		0		0		0		0		0	
1007	诛仙阵攻	诛仙阵	3	0	70	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		-1	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2755	效果2	2616	效果3几率	100	效果3	2684		0		0		0		0		0		0		0		0		0		0		0		0	
1008	诛仙阵攻	诛仙阵	3	0	80	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		-1	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2756	效果2	2617	效果3几率	100	效果3	2684		0		0		0		0		0		0		0		0		0		0		0		0	
1009	诛仙阵攻	诛仙阵	3	0	90	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		-1	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2757	效果2	2618	效果3几率	100	效果3	2684		0		0		0		0		0		0		0		0		0		0		0		0	
1010	诛仙阵攻	诛仙阵	3	0	100	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		-1	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2758	效果2	2619	效果3几率	100	效果3	2684		0		0		0		0		0		0		0		0		0		0		0		0	
1011	诛仙阵攻	诛仙阵	3	0	110	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		-1	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2759	效果2	2620	效果3几率	100	效果3	2684		0		0		0		0		0		0		0		0		0		0		0		0	
1012	诛仙阵攻	诛仙阵	3	0	120	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		-1	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	2760	效果2	2621	效果3几率	100	效果3	2684		0		0		0		0		0		0		0		0		0		0		0		0	
1013	诛仙阵攻	诛仙阵	3	0	130	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		-1	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	17361	效果2	17181	效果3几率	100	效果3	2684		0		0		0		0		0		0		0		0		0		0		0		0	
1014	诛仙阵攻	诛仙阵	3	0	140	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		-1	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	17362	效果2	17182	效果3几率	100	效果3	2684		0		0		0		0		0		0		0		0		0		0		0		0	
1015	诛仙阵攻	诛仙阵	3	0	150	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		-1	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	17363	效果2	17183	效果3几率	100	效果3	2684		0		0		0		0		0		0		0		0		0		0		0		0	
1016	诛仙阵攻	诛仙阵	3	0	160	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1		-1	0	0	0		10000	500	0	6	6	0	0	0	0	0	效果1	17364	效果2	17184	效果3几率	100	效果3	2684		0		0		0		0		0		0		0		0		0		0		0		0	
